-0.000000,-0.000000,inf,inf,-1989.121948,999.861328,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877197,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.121948,999.861328,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877197,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.121948,999.861389,-1989.108154,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877197,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.121948,999.861389,-1989.108154,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877197,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.121948,999.861389,-1989.108154,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877197,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877136,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877136,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877075,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877075,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877075,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877136,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877075,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877136,1989.104980,1000.147034,inf,inf,inf,inf
-0.000000,-0.000000,inf,inf,-1989.122070,999.861389,-1989.108276,-1000.145630,inf,inf,inf,inf,nan,inf,inf,1989.142212,-999.877075,1989.104980,1000.147034,inf,inf,inf,inf
